x,y
0.4179924564742490,0.344111925275528
0.0589381556113871,0.679530288365253
0.4784590047029410,0.053814995892542
0.5211594296883900,0.806603760880446
0.5806320199484600,0.602950187931350
0.3091989979348180,0.655213183503843
0.9198826252545810,0.747659788928208
0.6553475030164530,0.535626176128469
0.3492413849207440,0.109156481839973
0.5410940445399980,0.496196286652980
0.4490533956886090,0.172342627620937
0.2823209606253450,0.683989196407776
0.2958765252205050,0.529825211251499
0.5634809826131310,0.625224265930449
0.7151912790861650,0.315143022702755
0.5176186770719930,0.491510639441526
0.3520418285904080,0.820142038519229
0.6327788586249420,0.132620455635231
0.8731190201719770,0.121309482272935
0.1678884446672980,0.446214930998160
0.9874783222814230,0.040934136567943
0.3494149296248070,0.300516708902852
0.8262051275325250,0.409390412593058
0.0654615419234877,0.372519391044578
0.0053532883863363,0.339970171306894
0.8869446475106210,0.812570084180718
0.9113181348723430,0.528205526071111
0.1994077719250820,0.553827106993983
0.0275513849918601,0.117206837869505
0.8173349196283830,0.784604817541901
0.2418276188448340,0.434586185032021
0.0560830120549499,0.077222727962122
0.0675608348364084,0.181811529859220
0.4738718550045940,0.521010875426266
0.5094292614503130,0.479334170682956
0.4167951398245790,0.313542491189559
0.2558429303708920,0.099669209114062
0.3815121067012680,0.596552664102973
0.8073844371810400,0.248169887389001
0.8110391369949020,0.604340163734564
0.6861868598049110,0.305113646466432
0.9926136260126640,0.897304938666574
0.4051851787521850,0.582015327867077
0.1901737203066970,0.712492426117884
0.4881744897950940,0.683615474890618
0.5023696474456130,0.946620896646695
0.4033548194194420,0.913231255612565
0.1810954245791910,0.051254909501009
0.0480298009894496,0.380315483118956
0.6046913457337170,0.563856542058536
0.2659112072356350,0.132573740455973
0.8813469974895640,0.575135285960824
0.5840461165818840,0.322567747637718
0.4774604837377840,0.983927563618465
0.1715150246588630,0.575665818396805
0.0566199999356046,0.629727634047047
0.1570352284167990,0.401012276369648
0.3386175017926390,0.744630063185354
0.4406429684098730,0.401185925023829
0.6838431198849450,0.765475124164989
0.2058717222623830,0.982431235654049
0.6164337017377580,0.168116767211898
0.9244716102527910,0.474594683662174
0.0796282521022861,0.548940484206625
0.4853968258084020,0.436107339658979
0.6985636308742960,0.296731297910589
0.0815684826992962,0.393563740150605
0.8691023630069070,0.838081128057788
0.4331056782770420,0.651642561078955
0.4943300649628000,0.953896933249816
0.4957404718670570,0.477000227400380
0.3707220812737010,0.878893547102028
0.9221286610360300,0.792207782797505
0.8412782177882370,0.265357523940847
0.6555259194343730,0.762438273963950
0.4626850480730240,0.822736395226133
0.5650113119347050,0.352992370415551
0.4239155069447730,0.974231976492802
0.2882119545173460,0.675233355707518
0.2639807192905680,0.699379647940081
0.6907382284729470,0.459596923960474
0.8328365313211060,0.069734917199445
0.5923915776304920,0.997980176955677
0.4665225821152170,0.637750959640116
0.6736599858461360,0.068152582988552
0.3914793541499450,0.146137037306450
0.7021043682229090,0.838913273785165
0.9656976427334240,0.277194909873548
0.0905098771063569,0.539450971194985
0.0581251357001428,0.080432772694062
0.5880174189514390,0.566346735394166
0.7511737552985350,0.362484911274153
0.5113173914981930,0.318213640713129
0.9205011882084250,0.653523261573734
0.3039640985416920,0.354903001635968
0.4930027325538380,0.715256806970411
0.9793603423915580,0.628281490694458
0.3235082685373670,0.967511330337425
0.1895671749019360,0.281417523778615
0.3052291082282930,0.246395046250860
